Vehicle_ID,Risk_Score
motorcycle0,2.142857142857143
motorcycle1,1.973684210526316
motorcycle10,2.1197604790419162
motorcycle100,2.2131147540983607
motorcycle101,2.130952380952381
motorcycle102,1.9766949152542372
motorcycle103,2.341549295774648
motorcycle104,2.24031007751938
motorcycle105,2.5625
motorcycle106,2.1228070175438596
motorcycle107,2.071428571428571
motorcycle108,2.0853658536585367
motorcycle109,2.3756218905472637
motorcycle11,2.247549019607843
motorcycle110,2.3160919540229883
motorcycle111,2.3855932203389827
motorcycle112,2.380434782608696
motorcycle113,2.300613496932515
motorcycle114,2.066265060240964
motorcycle115,2.591304347826087
motorcycle116,1.9322033898305087
motorcycle117,2.326771653543307
motorcycle118,2.2826086956521743
motorcycle119,2.1136363636363633
motorcycle12,2.0084745762711864
motorcycle120,2.052631578947368
motorcycle121,2.2357142857142858
motorcycle122,2.2672413793103448
motorcycle123,2.263392857142857
motorcycle124,2.417910447761194
motorcycle125,2.2171717171717167
motorcycle126,2.493243243243243
motorcycle127,1.981707317073171
motorcycle128,2.4743589743589745
motorcycle129,2.4264705882352944
motorcycle13,2.326732673267327
motorcycle130,2.723076923076923
motorcycle131,2.0655737704918034
motorcycle132,2.3333333333333335
motorcycle133,2.5576923076923075
motorcycle134,2.454545454545454
motorcycle135,2.4285714285714284
motorcycle136,2.032258064516129
motorcycle137,2.2962962962962963
motorcycle138,2.272727272727273
motorcycle139,2.4722222222222223
motorcycle14,2.272357723577236
motorcycle140,1.4642857142857142
motorcycle141,1.6
motorcycle142,0.0
motorcycle15,2.5333333333333337
motorcycle16,2.1333333333333333
motorcycle17,2.171875
motorcycle18,2.2468354430379747
motorcycle19,2.373333333333333
motorcycle2,2.1538461538461537
motorcycle20,2.2
motorcycle21,2.0246913580246915
motorcycle22,2.334586466165413
motorcycle23,2.2117117117117115
motorcycle24,2.1844262295081966
motorcycle25,2.3879310344827585
motorcycle26,2.156716417910448
motorcycle27,2.2614107883817427
motorcycle28,2.264367816091954
motorcycle29,2.291666666666667
motorcycle3,2.262987012987013
motorcycle30,2.047619047619048
motorcycle31,2.224137931034483
motorcycle32,2.26056338028169
motorcycle33,2.3076923076923075
motorcycle34,2.7927927927927927
motorcycle35,2.1625766871165646
motorcycle36,1.9872611464968153
motorcycle37,2.1781914893617023
motorcycle38,2.281976744186047
motorcycle39,2.2754237288135593
