Vehicle_ID,Risk_Score
motorcycle0,1.7532467532467533
motorcycle1,1.769736842105263
motorcycle10,1.9281437125748504
motorcycle100,2.0655737704918034
motorcycle101,1.9484126984126984
motorcycle102,1.8177966101694913
motorcycle103,1.7570422535211265
motorcycle104,1.7635658914728682
motorcycle105,1.71875
motorcycle106,1.7368421052631577
motorcycle107,2.007936507936508
motorcycle108,1.8414634146341466
motorcycle109,1.8781094527363185
motorcycle11,1.678921568627451
motorcycle110,1.7528735632183907
motorcycle111,1.7923728813559325
motorcycle112,2.2119565217391304
motorcycle113,1.9631901840490795
motorcycle114,1.8313253012048192
motorcycle115,2.3043478260869565
motorcycle116,1.5847457627118642
motorcycle117,1.9291338582677164
motorcycle118,1.9275362318840579
motorcycle119,1.8901515151515151
motorcycle12,1.805084745762712
motorcycle120,1.7456140350877192
motorcycle121,1.7785714285714285
motorcycle122,1.9310344827586208
motorcycle123,2.022321428571429
motorcycle124,2.4776119402985075
motorcycle125,2.0303030303030307
motorcycle126,1.9054054054054053
motorcycle127,1.8048780487804879
motorcycle128,1.7435897435897436
motorcycle129,1.8676470588235294
motorcycle13,1.891089108910891
motorcycle130,1.8769230769230771
motorcycle131,1.4262295081967213
motorcycle132,1.6929824561403508
motorcycle133,2.0576923076923075
motorcycle134,1.715909090909091
motorcycle135,2.0428571428571427
motorcycle136,2.0
motorcycle137,1.6296296296296295
motorcycle138,1.9090909090909092
motorcycle139,1.7222222222222223
motorcycle14,1.9512195121951221
motorcycle140,2.0
motorcycle141,1.75
motorcycle142,0.0
motorcycle15,2.338888888888889
motorcycle16,1.4619047619047618
motorcycle17,1.828125
motorcycle18,1.6455696202531644
motorcycle19,1.7533333333333334
motorcycle2,1.6875
motorcycle20,1.8823529411764706
motorcycle21,1.6882716049382716
motorcycle22,1.778195488721804
motorcycle23,1.6036036036036037
motorcycle24,2.5860655737704916
motorcycle25,1.9094827586206895
motorcycle26,1.7388059701492538
motorcycle27,1.9107883817427385
motorcycle28,2.1034482758620694
motorcycle29,2.006944444444444
motorcycle3,1.8084415584415585
motorcycle30,2.1488095238095237
motorcycle31,1.8706896551724137
motorcycle32,1.8309859154929577
motorcycle33,2.4423076923076925
motorcycle34,2.2477477477477477
motorcycle35,1.6411042944785277
motorcycle36,1.732484076433121
motorcycle37,1.8191489361702127
motorcycle38,1.8313953488372094
motorcycle39,1.885593220338983
motorcycle4,1.7761194029850746
motorcycle40,1.5546875
motorcycle41,2.0903614457831328
motorcycle42,1.934782608695652
motorcycle43,1.7090909090909092
motorcycle44,1.7959999999999998
motorcycle45,2.342391304347826
motorcycle46,1.8679999999999999
motorcycle47,2.2703349282296648
motorcycle48,2.015463917525773
motorcycle49,1.5869565217391304
motorcycle5,1.574074074074074
motorcycle50,1.9147727272727275
motorcycle51,1.8389261744966443
motorcycle52,1.8181818181818183
motorcycle53,2.09375
motorcycle54,1.7619047619047619
motorcycle55,2.1011904761904763
motorcycle56,1.7538461538461538
motorcycle57,1.5108695652173914
motorcycle58,2.107142857142857
motorcycle59,1.7986111111111112
motorcycle6,1.4856321839080457
motorcycle60,1.6446280991735538
motorcycle61,1.5625
motorcycle63,2.1308411214953273
motorcycle64,1.8750000000000002
motorcycle65,1.8117283950617284
