Vehicle_ID,Risk_Score
motorcycle0,2.3636363636363633
motorcycle1,2.5197368421052633
motorcycle10,2.4760479041916166
motorcycle100,2.4344262295081966
motorcycle101,2.571428571428571
motorcycle102,2.5995762711864407
motorcycle103,2.672535211267606
motorcycle104,2.310077519379845
motorcycle105,2.3125
motorcycle106,2.43859649122807
motorcycle107,2.5198412698412698
motorcycle108,2.682926829268293
motorcycle109,2.743781094527363
motorcycle11,2.4607843137254903
motorcycle110,2.2241379310344827
motorcycle111,2.4661016949152543
motorcycle112,2.3097826086956523
motorcycle113,2.4263803680981595
motorcycle114,2.614457831325301
motorcycle115,2.9347826086956523
motorcycle116,2.305084745762712
motorcycle117,2.6614173228346454
motorcycle118,2.8768115942028984
motorcycle119,2.507575757575758
motorcycle12,2.457627118644068
motorcycle120,2.4473684210526314
motorcycle121,2.2285714285714286
motorcycle122,2.413793103448276
motorcycle123,2.3839285714285716
motorcycle124,2.9477611940298507
motorcycle125,2.484848484848485
motorcycle126,2.3175675675675675
motorcycle127,2.6585365853658534
motorcycle128,2.8205128205128203
motorcycle129,2.4558823529411766
motorcycle13,2.4504950495049505
motorcycle130,2.8692307692307697
motorcycle131,2.5491803278688527
motorcycle132,2.254385964912281
motorcycle133,2.5865384615384617
motorcycle134,2.6931818181818183
motorcycle135,2.2714285714285714
motorcycle136,2.338709677419355
motorcycle137,2.4814814814814814
motorcycle138,2.25
motorcycle139,2.2777777777777777
motorcycle14,2.487804878048781
motorcycle140,2.7857142857142856
motorcycle141,1.75
motorcycle142,1.5
motorcycle15,2.888888888888889
motorcycle16,2.4119047619047618
motorcycle17,2.453125
motorcycle18,2.2246835443037978
motorcycle19,2.2066666666666666
motorcycle2,2.4759615384615383
motorcycle20,2.4529411764705884
motorcycle21,2.469135802469136
motorcycle22,2.2857142857142856
motorcycle23,2.288288288288288
motorcycle24,2.6885245901639347
motorcycle25,2.706896551724138
motorcycle26,2.365671641791045
motorcycle27,2.4273858921161824
motorcycle28,2.442528735632184
motorcycle29,2.5624999999999996
motorcycle3,2.4123376623376624
