Vehicle_ID,Risk_Score
motorcycle0,2.5
motorcycle1,2.3223684210526314
motorcycle10,2.470059880239521
motorcycle100,2.581967213114754
motorcycle101,2.634920634920635
motorcycle102,2.5656779661016946
motorcycle103,2.7007042253521125
motorcycle104,2.36046511627907
motorcycle105,2.625
motorcycle106,2.6578947368421053
motorcycle107,2.4365079365079367
motorcycle108,2.8658536585365852
motorcycle109,2.81592039800995
motorcycle11,2.6127450980392157
motorcycle110,2.5402298850574714
motorcycle111,2.5508474576271185
motorcycle112,2.505434782608696
motorcycle113,2.647239263803681
motorcycle114,2.897590361445783
motorcycle115,2.8304347826086955
motorcycle116,2.516949152542373
motorcycle117,2.578740157480315
motorcycle118,2.815217391304348
motorcycle119,2.6325757575757573
motorcycle12,2.3135593220338984
motorcycle120,2.666666666666667
motorcycle121,2.4785714285714286
motorcycle122,2.5
motorcycle123,2.334821428571429
motorcycle124,3.052238805970149
motorcycle125,2.7626262626262625
motorcycle126,2.418918918918919
motorcycle127,2.597560975609756
motorcycle128,3.019230769230769
motorcycle129,2.5
motorcycle13,2.4504950495049505
motorcycle130,3.130769230769231
motorcycle131,2.418032786885246
motorcycle132,2.4736842105263155
motorcycle133,2.894230769230769
motorcycle134,2.5454545454545454
motorcycle135,2.1857142857142855
motorcycle136,2.532258064516129
motorcycle137,2.537037037037037
motorcycle138,2.3636363636363633
motorcycle139,2.388888888888889
motorcycle14,2.5325203252032518
motorcycle140,1.9642857142857144
motorcycle141,2.3
motorcycle142,3.5
motorcycle15,2.958333333333333
motorcycle16,2.5333333333333337
motorcycle17,2.421875
motorcycle18,2.629746835443038
motorcycle19,2.5
motorcycle2,2.4471153846153846
motorcycle20,2.4705882352941178
motorcycle21,2.4907407407407405
motorcycle22,2.522556390977444
motorcycle23,2.4414414414414414
motorcycle24,2.737704918032787
motorcycle25,3.0043103448275863
motorcycle26,2.335820895522388
motorcycle27,2.4377593360995853
motorcycle28,2.5632183908045976
motorcycle29,2.5
motorcycle3,2.3149350649350646
motorcycle30,2.4345238095238093
motorcycle31,2.607758620689655
motorcycle32,2.8098591549295775
motorcycle33,2.346153846153846
motorcycle34,2.7477477477477477
motorcycle35,2.4294478527607364
motorcycle36,2.4777070063694264
motorcycle37,2.3856382978723403
motorcycle38,2.4593023255813953
motorcycle39,2.483050847457627
motorcycle4,2.3992537313432836
motorcycle40,2.44140625
motorcycle41,2.560240963855422
motorcycle42,2.6920289855072466
motorcycle43,2.5272727272727273
motorcycle44,2.5053333333333336
motorcycle45,3.217391304347826
motorcycle46,2.2720000000000002
motorcycle47,3.1435406698564594
motorcycle48,2.3092783505154637
motorcycle49,2.5724637681159424
motorcycle5,2.4876543209876543
motorcycle50,2.4602272727272725
motorcycle51,2.453020134228188
motorcycle52,2.628099173553719
motorcycle53,2.625
motorcycle54,2.424603174603175
motorcycle55,2.4642857142857144
motorcycle56,2.55
motorcycle57,2.5760869565217392
motorcycle58,2.5428571428571427
motorcycle59,2.586805555555556
motorcycle6,2.353448275862069
motorcycle60,2.3388429752066116
motorcycle61,2.3499999999999996
motorcycle63,2.5841121495327104
motorcycle64,2.4999999999999996
motorcycle65,2.5709876543209873
motorcycle66,2.4212121212121214
motorcycle67,3.0852272727272725
motorcycle68,2.4952380952380953
motorcycle69,2.2368421052631575
motorcycle7,2.451219512195122
motorcycle70,2.6301369863013697
motorcycle71,2.520833333333333
