Vehicle_ID,Risk_Score
motorcycle0,2.2467532467532463
motorcycle1,2.2565789473684212
motorcycle10,2.434131736526946
motorcycle100,2.1311475409836063
motorcycle101,2.420634920634921
motorcycle102,2.3114406779661016
motorcycle103,2.4647887323943665
motorcycle104,2.306201550387597
motorcycle105,2.0625
motorcycle106,2.5526315789473686
motorcycle107,2.242063492063492
motorcycle108,2.676829268292683
motorcycle109,2.554726368159204
motorcycle11,2.2941176470588234
motorcycle110,2.3620689655172415
motorcycle111,2.4194915254237284
motorcycle112,2.2771739130434785
motorcycle113,2.3220858895705523
motorcycle114,2.4156626506024095
motorcycle115,2.7869565217391306
motorcycle116,2.3559322033898304
motorcycle117,2.385826771653543
motorcycle118,2.3949275362318843
motorcycle119,2.446969696969697
motorcycle12,2.2627118644067794
motorcycle120,2.1140350877192984
motorcycle121,2.5714285714285716
motorcycle122,2.387931034482759
motorcycle123,2.2678571428571432
motorcycle124,2.7761194029850746
motorcycle125,2.388888888888889
motorcycle126,2.3378378378378377
motorcycle127,2.2682926829268295
motorcycle128,2.3653846153846154
motorcycle129,2.176470588235294
motorcycle13,2.237623762376238
motorcycle130,2.5000000000000004
motorcycle131,2.3278688524590163
motorcycle132,2.473684210526316
motorcycle133,2.6538461538461537
motorcycle134,2.5568181818181817
motorcycle135,2.6285714285714286
motorcycle136,2.548387096774193
motorcycle137,2.2407407407407405
motorcycle138,2.9545454545454546
motorcycle139,2.2222222222222223
motorcycle14,2.3089430894308944
motorcycle140,2.25
motorcycle141,2.5
motorcycle142,2.0
motorcycle15,2.6583333333333337
motorcycle16,2.342857142857143
motorcycle17,2.203125
motorcycle18,2.401898734177215
motorcycle19,2.3066666666666666
motorcycle2,2.331730769230769
motorcycle20,2.223529411764706
motorcycle21,2.4166666666666665
motorcycle22,2.3421052631578947
motorcycle23,2.3513513513513513
motorcycle24,2.6844262295081966
motorcycle25,2.6336206896551726
motorcycle26,2.126865671641791
motorcycle27,2.336099585062241
motorcycle28,2.3793103448275863
motorcycle29,2.3402777777777777
motorcycle3,2.4285714285714284
motorcycle30,2.011904761904762
motorcycle31,2.400862068965517
motorcycle32,2.5985915492957745
motorcycle33,2.1346153846153846
motorcycle34,2.81981981981982
motorcycle35,2.52760736196319
motorcycle36,2.3121019108280256
motorcycle37,2.3111702127659575
motorcycle38,2.412790697674419
motorcycle39,2.538135593220339
motorcycle4,2.354477611940298
motorcycle40,2.3671875
motorcycle41,2.421686746987952
motorcycle42,2.5724637681159424
motorcycle43,2.327272727272727
motorcycle44,2.242666666666667
motorcycle45,2.989130434782609
motorcycle46,2.5040000000000004
motorcycle47,2.8540669856459333
motorcycle48,2.4536082474226806
motorcycle49,2.3333333333333335
motorcycle5,2.2962962962962963
motorcycle50,2.3068181818181817
motorcycle51,2.3120805369127515
motorcycle52,2.413223140495868
motorcycle53,2.0625
motorcycle54,2.2182539682539684
motorcycle55,2.267857142857143
motorcycle56,2.2576923076923077
motorcycle57,2.092391304347826
motorcycle58,2.3357142857142854
motorcycle59,2.3402777777777777
motorcycle6,2.221264367816092
motorcycle60,2.355371900826446
motorcycle61,2.3625
motorcycle63,2.121495327102804
motorcycle64,2.424107142857143
motorcycle65,2.345679012345679
motorcycle66,2.296969696969697
motorcycle67,2.4772727272727275
motorcycle68,2.204761904761905
motorcycle69,2.4078947368421053
motorcycle7,2.298780487804878
motorcycle70,2.1575342465753424
motorcycle71,2.21875
motorcycle72,2.378787878787879
motorcycle73,2.8684210526315788
motorcycle74,2.324675324675325
motorcycle75,2.3398058252427183
motorcycle76,2.204081632653061
motorcycle77,2.3055555555555554
motorcycle78,2.4153846153846157
motorcycle79,2.2142857142857144
motorcycle8,2.3396226415094343
motorcycle80,2.5187500000000003
motorcycle81,2.3873239436619715
motorcycle82,2.5931372549019605
motorcycle83,2.1399999999999997
motorcycle84,2.7800000000000002
motorcycle85,2.516129032258065
motorcycle86,2.9335664335664333
motorcycle87,2.2657657657657655
motorcycle88,2.1746031746031744
motorcycle89,2.451612903225806
motorcycle9,2.3040000000000003
