Vehicle_ID,Risk_Score
motorcycle0,1.5714285714285714
motorcycle1,1.394736842105263
motorcycle10,1.5089820359281436
motorcycle100,1.3934426229508194
motorcycle101,1.257936507936508
motorcycle102,1.216101694915254
motorcycle103,1.4577464788732393
motorcycle104,1.375968992248062
motorcycle105,1.3125
motorcycle106,1.5175438596491229
motorcycle107,1.5674603174603177
motorcycle108,1.7378048780487805
motorcycle109,1.3930348258706469
motorcycle11,1.5024509803921569
motorcycle110,1.3045977011494252
motorcycle111,1.4067796610169494
motorcycle112,1.6576086956521738
motorcycle113,1.487730061349693
motorcycle114,1.560240963855422
motorcycle115,2.0304347826086957
motorcycle116,1.398305084745763
motorcycle117,1.4803149606299213
motorcycle118,1.2246376811594202
motorcycle119,1.3825757575757573
motorcycle12,1.5169491525423728
motorcycle120,0.7192982456140351
motorcycle121,1.3285714285714285
motorcycle122,1.521551724137931
motorcycle123,1.4375
motorcycle124,1.9253731343283582
motorcycle125,1.5707070707070707
motorcycle126,1.2297297297297298
motorcycle127,1.7195121951219514
motorcycle128,1.4038461538461537
motorcycle129,1.8676470588235294
motorcycle13,1.099009900990099
motorcycle130,1.530769230769231
motorcycle131,1.1721311475409835
motorcycle132,1.3157894736842106
motorcycle133,1.5288461538461537
motorcycle134,1.5681818181818183
motorcycle135,1.4857142857142858
motorcycle136,1.467741935483871
motorcycle137,1.9629629629629628
motorcycle138,1.4318181818181817
motorcycle139,1.3333333333333333
motorcycle14,1.532520325203252
motorcycle140,0.9285714285714285
motorcycle141,1.45
motorcycle142,0.0
motorcycle15,1.8499999999999999
motorcycle16,1.157142857142857
motorcycle17,1.28125
motorcycle18,1.4177215189873418
motorcycle19,1.0866666666666667
motorcycle2,1.4182692307692308
motorcycle20,1.2941176470588236
motorcycle21,1.4074074074074072
motorcycle22,1.3458646616541352
motorcycle23,1.2522522522522523
motorcycle24,2.0163934426229506
motorcycle25,1.646551724137931
motorcycle26,1.380597014925373
motorcycle27,1.5933609958506225
motorcycle28,1.4080459770114944
motorcycle29,1.4583333333333335
motorcycle3,1.155844155844156
motorcycle30,1.5654761904761905
motorcycle31,1.4655172413793105
motorcycle32,1.5422535211267605
motorcycle33,1.6346153846153846
motorcycle34,1.7027027027027026
motorcycle35,1.371165644171779
motorcycle36,1.0796178343949046
motorcycle37,1.4468085106382977
motorcycle38,1.4040697674418605
motorcycle39,1.516949152542373
motorcycle4,1.2761194029850746
motorcycle40,1.109375
motorcycle41,1.8433734939759037
motorcycle42,1.5942028985507246
motorcycle43,1.2272727272727273
motorcycle44,1.4466666666666665
motorcycle45,2.1141304347826084
